code,name,scie,lang,grup,enerc,protcnt,choavldf,fatce,fibtg,fsugar,fasat,na
P007,Bombay duck,Harpadon nehereus,"E. Bummalo; B. Nehare, Lutia, Bamaloh; G. Bumla, Gulchi; Mar. Bunmalo, Bombil; O. Bombil; Tam. Vangaravasi; Tel. Cucah sawahri, Coco mottah; Common. Lizardfish; [Place of collection: Mumbai and Kolkata]",Marine Fish,287,13.53,0,1.03,0,0,0.398,0.223
P008,Bommuralu,Muraenesox cinerius,"Tam. Kotuna, Pambu meen; Tel. Kotla pama, Tolli pama; E. Daggertooth pike conger, Dagger tooth pike conger; Common. Eel; [Place of collection: Chennai, Goa and Vizag]",Marine Fish,485,22.3,0,2.87,0,0,1.238,0.06187
P009,Cat fish,Tachysurus thalassinus,"Mal. Valia Etta; Tam. Ven Etta; Tel. Thella Jella; E. Giant Catfish, Giant Sea Catfish; Common. Marine catfish; [Place of collection: Chennai]",Marine Fish,456,22.18,0,2.13,0,0,0.792,0.03582
P010,Chakla,Rachycentron canadum,"E. Cobia, Black kingfish, Black King Fish, Butterfish, Black salmon, Ling, Lemonfish, Crabeater, Prodigal son, Black bonito; G. Modasa; Mal. Neimeen; Mar. Muddus, Sakala, Sakla, Madusa; Tam. Cuddul verarl, Kadal viral; Tel. Peddah mottah; Common. Perciform marine fish; [Place of collection: Mumbai, Vizag, Goa, Mandapam and Chennai]",Marine Fish,406,20.21,0,1.68,0,0,0.654,0.05141
P011,Chappal,Aluterus monoceros,"Tam. Klathi, Thol Meen; Tel. Kommu Thoka; Mal. Clathi; Mar. Phutaki; E. Unicorn leatherjacket; Common. Filefish; [Place of collection: Goa]",Marine Fish,317,17.17,0,0.67,0,0,0.199,0.03812
P012,Chelu,Elagatis bipinnulata,"E. Rainbow runner, Rainbow yellowtail, Spanish jack, Hawaiian salmon; Mal. Poomeen, Chameen; Tam. Kulkul; Common. Pelagic marine fish; [Place of collection: Vizag and Chennai]",Marine Fish,366,20.02,0,0.7,0,0,0.229,0.0376
P013,Chembali,Lutjanus quinquelineatus,"Mal. Chemballi, Chembally; Tam. Vellakkara; Tel. Rangoo; E. Five lined snapper, Blue striped snapper, Fivelines Seaperch, Gold striped Sea-perch, Five line Snapper, Fivelined Snapper; Common. Snapper; [Place of collection: Kochi]",Marine Fish,406,20.06,0,1.77,0,0,0.7,0.03898
P014,Eri meen,Pristipomoides filamentosus,"Mal. Eri meen, Velameen; Tam. Eri meen, Nedunkala; E. Crimson jobfish, Crimson snapper, Opakapaka, Hawaiian pink snapper; Common. Snapper; [Place of collection: Kochi]",Marine Fish,454,22.3,0,2.02,0,0,0.739,0.04119
P015,Gobro,Epinephelus diacanthus,"E. Coral Cod, Six barred Reef Cod, Thornycheek Grouper, Spinycheek Grouper, Grouper, Six barred Reef cod, Seabass, Coral Trout; Kan. Guri; Kon. Gobri; Mal. Kalawa, Varayan Kalawa; Mar. Gobra, Hekaru; Tam. Kalava; Common. Serranid fish; [Place of collection: Mumbai and Goa]",Marine Fish,362,19.37,0,0.88,0,0,0.289,0.05268
P016,Guitar fish,Rhinobatus prahli,"Mal. Veenna Meen; Tam. Padangan; Tel. Sorra Padhangan; Mar. Lanjav; G. Papan; E. Guitarfish, Prahli Guitarfish; Common. Ray; [Place of collection: Chennai]",Marine Fish,400,22.56,0,0.44,0,0,0.114,0.07081
P017,Hilsa,Tenualosa ilisha,"E. Ilish, Hilsa, River Shad, Indian Shad, Hilsa Shad; A. Elish, Ilish; B. Ilishmach, Ilish, Hilsa, Ilisha, Hilsha; G. Chaski, Palla, Chaksi, Chakshi; H. Hilsa; Kan. Palasa, Paliya, Polasa, Palia, Mullasu; Mal. Paluva, Valava, Paliyah; Mar. Palva, Chaksi, Pala, Palla; O. Ilisha, Ilish, Jodi; Tam. Karuva ullam, Sevva, Dolum, Ullam, Oolum; Tel. Palasah, Polasa, Palasa, Palia; Common. Herring; [Place of collection: Kochi]",Marine Fish,1083,21.8,0,18.49,0,0,9.286,0.08088
P018,Jallal,Arius sp.,Tel. Jella; Tam. Kaeluthi; Mal. Etta; O. Kontia; B. Tengra; E. Arius; Common. Catfish; [Place of collection: Vizag],Marine Fish,420,21.55,0,1.46,0,0,0.519,0.07433
P019,Jathi vela meen,Lethrinus lentjan,"E. Pig face Bream, Silver Spotted Sea Bream, Bridled Pigface bream; Mal. Pullivelameen, Kadu; Tam. Valamin; Tel. Karua; Common. Emperor fish; [Place of collection: Mumbai and Mandapam]",Marine Fish,453,22.45,0,1.92,0,0,0.837,0.03053
P020,Kadal bral,Synodus indicus,"Mal. Kadal Varal, Kechi; Tam. Palli Meen, Ooli meen; Tel. Bathisaapa; Kan. Arna Manji; Mar. Chor Bombil; E. Indian lizardfish; Common. Lizardfish; [Place of collection: Kochi]",Marine Fish,368,18.72,0,1.34,0,0,0.478,0.05366
P021,Kadali,Nemipterus mesoprion,"Tam. Kadali, Kendai; Mal. Murumeen, Kerachoondan; Tel. Kadali, Goli; E. Redfilament Threadfin bream; [Place of collection: Chennai]",Marine Fish,530,22.07,0,4.2,0,0,1.611,0.03606
P022,Kalamaara,Leptomelanosoma indicum,"E. Indian threadfin, Monk Fish, Thread Fin, Row Ball, Bastard Mullets, Bamin, Threadfin, Indian Salmon, Giant Threadfin, Indian Threadfin; G. Dara, Darha, Dadha; Kan. Vahmeenu, Ramas; Mal. Thamuthi, Yeta, Wahmeen, Baameen, Norakudiyan, Bahmin; Mar. Dara, Darha, Chelna; Tam. Thiravalai, Vellaikala, Seenakalai, Tahlunkala, Panigala, Valanakala, Kala, Battihiravalai, Kondiangalai, Kattikalai; Tel. Podikimaga, Budathamaga, Boddumaga, Thellamaga, Sahala, Maga-booshee; Common. Coastal fish; [Place of collection: Goa and Vizag]",Marine Fish,523,20.89,0,4.54,0,0,2.107,0.02933
P023,Kalava,Epinephelus coioides,"Mal. Kalava, Panni Kalava; Tam. Kalavan, Pulli Kalava; Tel. Bontha; Mar. Hekaru, Gobra; Kan. Gopra; E. Orange spotted grouper, Estuary cod; [Place of collection: Mandapam]",Marine Fish,374,19.38,0,1.2,0,0,0.455,0.04014
P024,Kanamayya,Lutjanus rivulatus,"E. Blubberlip snapper, Maori Snapper, Multi coloured Snapper; Mal. Kathupiriyan; Tam. Cuttu pirium; Common. Snapper; [Place of collection: Chennai and Vizag]",Marine Fish,367,20.19,0,0.65,0,0,0.209,0.05053
P025,Kannadi paarai,Alectis indicus,"Tam. Kannadi Paarai, Kattamparei; Mal. Kannadi Paarai, Vattapara; Tel. Badil; Mar. Kat Bangda; E. Diamond trevally, Indian threadfish, Indian threadfin, Mirror fish, Plumed trevally; Common. Coastal marine fish; [Place of collection: Mumbai, Chennai and Mandapam]",Marine Fish,423,22.09,0,1.27,0,0,0.479,0.05957
P026,Karimeen,Etroplus suratensis,"E. Green chromide, Pearlspot cichlid, Banded pearlspot, Striped chromide, Pearl Spot, Banded Etroplus; Kan. Elimeenu; Kash. Pitul; Kon. Kalunder; Mal. Karimeen, Erumeen, Irimeen; O. Cundahle; Tam. Seththa Kendai, Karassar, Sethakendai, Sethakandai, Palincha, Panishettai, Udupatti; Tel. Cashi mara, Cashimara, Duvvenachepa; Common. Cichlid fish; [Place of collection: Kochi]",Marine Fish,386,19.68,0,1.38,0,0,0.577,0.02372
P027,Karnagawala,Anchoa hepsetus,"Tel. Karna Gawala; Tam. Nethili, Poruva; Mal. Netholi, Kozhuva; Kan. Bolingei; E. Broad striped anchovy; [Place of collection: Vizag]",Marine Fish,363,19.52,0,0.84,0,0,0.255,0.06327
P028,Kayrai,Thunnus albacares,"E. Yellowfin tuna, Yellow Fin Tuna; G. Gedar, Gedara; Kon. Bokado; Mal. Poovan choora; Mar. Kuppa, Gedar, Bugudi, Pimp; Tam. Soccer; Common. Tuna; [Place of collection: Chennai]",Marine Fish,454,20.15,0,3,0,0,1.096,0.02512
P029,Kiriyan,Atule mate,"E. Yellowtail scad, Northern yellowtail scad, One finlet scad, Deep trevally, Omaka, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pulli Parai, Para, Warri parah, Vennai Parai, Semaparai, Parai, Thenga Parai, Komaraparai, Kilisai; Tel. Manjal Parai, Pulli Parai, Para; Common. Small inshore marine fish; [Place of collection: Kochi]",Marine Fish,556,22.49,0,4.7,0,0,2.102,0.03588
P030,Kite fish,Mobula kuhlii,Mal. Kozhi Thirandi; Tam. Kozhi Thirukkai; Tel. Tekku Madava; E. Shortfin devil ray; Common. Ray; [Place of collection: Kochi],Marine Fish,413,23.07,0,0.56,0,0,0.169,0.05903
P031,Korka,Terapon jarbua,"E. Crescent grunter, Target Fish, Crescent Bass, Crescent Perch, Tiger Bass, Jarbua Terapon, Tiger perch, Squeaking Perch; B. Boorgooni, Jeerpye; G. Garangeta, Naida; Kan. Gore; Mal. Kotha, Marakkeri, Keeri, Kallakeedam; Mar. Naveri Hajam, Naveri; O. Gahnu, Galikooru; Tam. Mattakkeechan, Palin keetchan, Kovakeechan, Palinkeechan, Pootankeeli, Keeli, Keechan, Chavathinnikeeli; Tel. Baikeeli, Kilipothu, Ganam, Samudrakili; Common. Grunter; [Place of collection: Kochi]",Marine Fish,528,23.72,0,3.36,0,0,1.407,0.0433
P032,Kulam paarai,Carangoides fulvoguttatus,"Tam. Kulam Paarai, Pulli Paarai; Mal. Manja Paarai; Tel. Pulli Para; E. Yellowspotted trevally, Yellowspotted kingfish, Goldspotted trevally, Tarrum; Common. Large inshore marine fish; [Place of collection: Chennai]",Marine Fish,501,21.62,0,3.6,0,0,1.43,0.04917
P033,Maagaa,Polynemus plebeius,"Tel. Maga, Budatha Maga; Tam. Pozhakkala; O. Sahala; B. Tape Machh; Mar. Rawas; E. Striped threadfin; Common. Marine fish; [Place of collection: Vizag]",Marine Fish,366,20.11,0,0.67,0,0,0.201,0.05228
P034,Mackerel,Rastrelliger kanagurta,"E. Indian mackerel, Rake Gillat Mackerel; G. Bangada; Kan. Bangda, Bangadei, Bangada; Kon. Bangada; Mal. Ayila, Ayala, Ayla; Mar. Kaulagedar, Bangada, Kaula Gedar; O. Karan kita; Tam. Kanangeluthi, Kumala, Kumla, Augalai; Tel. Kannangadatha, Kanagurta, Kamangadachalu; Common. Mackerel; [Place of collection: Chennai, Mumbai and Goa]",Marine Fish,423,21.51,0,1.53,0,0,0.604,0.08301
P035,Manda clathi,Naso reticulatus,Tam. Manda Klathi; Mal. Manda Klathi; E. Reticulated unicornfish; [Place of collection: Mandapam],Marine Fish,398,21.27,0,1,0,0,0.337,0.0585
P036,Matha,Acanthurus mata,"E. Elongate surgeonfish, Blue lined surgeonfish; Mal. Pala; Common. Marine tropical fish; [Place of collection: Chennai and vizag]",Marine Fish,389,21.17,0,0.79,0,0,0.297,0.06258
P037,Milk fish,Chanos chanos,"E. Milkfish, Milk fish, White Mullet; Kan. Humeen, Hoomeenu, Hoo meenu; Mal. Poomeen; Tam. Pal kendai, Palmeen, Tulu candul, Thullu, Palai meen; Tel. Pallabontha, Polah bontah; [Place of collection: Mandapam]",Marine Fish,442,23.66,0,1.09,0,0,0.366,0.04298
P038,Moon fish,Mene maculata,"E. Moonfish; G. Vaniani; Kan. Hakkimeen; Mal. Ambattan parah; Tam. Ambutan parah, Amattikatti; Common. Perch fish; [Place of collection: Mumbai]",Marine Fish,526,20.74,0,4.69,0,0,2.929,0.06517
P039,Mullet,Mugil cephalus,"E. Flathead grey mullet, Flathead Greymullet; B. Ain; G. Bhomat, Boi, Gandhia; Kan. Mala; Mal. Tirutha, Thirutha, Tiruta; Mar. Boi, Mangan, Boita, Pilas, Bol, Pilsa, Sherto; Tam. Madavai, Kasmeen, Manla; Tel. Kathiparega, Kathi parenga; Common. Food fish; [Place of collection: Mumbai, Kochi and Chennai]",Marine Fish,393,20.23,0,1.32,0,0,0.495,0.06609
P040,Mural,Tylosurus crocodilus crocodilus,"E. Houndfish, Crocodile needlefish, Giant Longtom; Mal. Oola, Keran; Mar. Tol; Tam. Pahmum kolah; Tel. Wahlah kuddera; Common. Game fish; [Place of collection: Mandapam]",Marine Fish,345,19.04,0,0.58,0,0,0.349,0.11
P041,Myil meen,Istiophorus platypterus,"E. Indo Pacific sailfish, Peacock Fish, Sail Fish, Indian Sail Fish, Sailfish; G. Tadmachhi, Kunga; Mal. Ola meen, Olameen; Mar. Tadmasa; Common. Sailfish; [Place of collection: Chennai and Mandapam]",Marine Fish,410,22.89,0,0.56,0,0,0.15,0.06196
P042,Nalla bontha,Epinephelus sp,"G. Wekhali, Wekhanu, Wekhru; Kan. Gopra, Muni Meenu; Kon. Gobri; Mal. Kalawa; Mar. Gobra, Hekru, Hekaru; O. Bhala; Tam. Punni calawah, Kalava; Tel. Bontha, Kodi Punju, Bontoo; E. Giant Rock Cod, Malabar Rockcod, Brown-spotted Grouper, Estuary Rock cod, Malabar Grouper, Morgan`s Cod, Blackspot Cod, Malabar Reef Cod, Speckled Grouper., Blacksaddle Grouper, Malabar Cod, Speckled Grouper, Grouper, Greasy Grouper, Blackspotted Rockcod, Malabar Reefcod, Estuary Cod, Malabar Rock Cod; Common. Large serranid fish; [Place of collection: Vizag]",Marine Fish,364,19.82,0,0.72,0,0,0.238,0.05787
P043,Narba,Caranx sexfasciatus,"E. Bigeye trevally, Bigeye jack, Great trevally, Six banded trevally, Dusky jack, Dusk Jack, Tille Jack; G. Bangada, Kala Bangada; Kan. Gondlu; Mal. Maduthala, Varayan para, Kuluvel; Mar. Kala Bangada; Common. Large marine fish; [Place of collection: Vizag and Mumbai]",Marine Fish,432,21.95,0,1.6,0,0,0.603,0.04951
P044,Paarai,Caranx heberi,"Tam. Paarai, Karunkanni Paarai; Mal. Para; Tel. Para; E. Blacktip trevally, Blacktip kingfish, Yellowtail kingfish; Common. Large marine fish; [Place of collection: Chennnai]",Marine Fish,435,21.58,0,1.84,0,0,0.72,0.04522
P045,Padayappa,Canthidermis maculata,"Mal. Padayappa; Tam. Karuppu Klathi; E. Rough triggerfish, Spotted oceanic triggerfish; Common. Triggerfish; [Place of collection: Kochi]",Marine Fish,360,19.7,0,0.69,0,0,0.169,0.03387
P046,Pali kora,Panna microdon,Mal. Palli Kora; Tam. Palli Korai; E. Panna croaker; [Place of collection: Kochi],Marine Fish,394,19.25,0,1.81,0,0,0.761,0.05485
P047,Pambada,Lepturacanthus savala,"E. Savalai hairtail, Small head hairtail, Small Headed Hairtail, Small Headed Ribbon Fish, Small headed Ribbonfish, Silver Ribbon Fish, Hair Tail, Ribbon Fish; G. Patti; Kan. Pambole; Kon. Bale; Mal. Vellasavala, Thalayan, Vellathalayan, Karupputhalayan, Karuppusavala, Vellithalayan; Mar. Baia, Wagti, Bala; Tam. Chavalai, Karthigaivalai, Savalai, Mattachavalai, Olavalai; Tel. Nadippussavallu, Peddasavallu, Yellasavallu, Savala, Kothisavallu; Common. Snapper; [Place of collection: Chennai and Kochi]",Marine Fish,537,21.95,0,4.44,0,0,1.959,0.08265
P048,Pandukopa,Pseudosciaena manchurica,"Tel. Pandu Kopa; O. Borogo; B. Bhola; Mar. Doma; E. Larimichthys polyactis, Redlip croaker, Small yellow croaker, Little yellow croaker, Yellow corvina; Common. Croaker; [Place of collection: Vizag]",Marine Fish,360,19.73,0,0.65,0,0,0.195,0.04915
P049,Parava,Lactarius lactarius,"E. False trevally, Big jawed jumper, Big jawed jumber; G. Dhangari, Dangri, Chapla, Katli; Kan. Saundala, Adai minu; Mal. Adavu, Parava; Mar. Saundala, Pervi; Tam. Sudumbu, Suthumbu, Guthippu; Tel. Sudumbu, Sudumbala, Kuthuppu; [Place of collection: Kochi]",Marine Fish,467,21.5,0,2.74,0,0,1.184,0.08408
P050,Parcus,Psettodes erumei,"E. Indian halibut, Indian Turbot; G. Hario, Dataro; Kon. Box Lep; Mar. Zhipali, Bhakas; Tam. Erumei nakku; Tel. Noree nalaka; Common. Large primitive flatfish; [Place of collection: Mumbai]",Marine Fish,361,19.87,0,0.62,0,0,0.166,0.06438
P051,Parrot fish,Scarus ghobban,"E. Blue barred parrotfish, Blue trim parrotfish, Cream parrotfish, Globe headed parrotfish, Green blotched parrotfish, Yellow scale parrotfish, Bluechin parrotfish; Mal. Chandi; Common. Marine fish; [Place of collection: Mandapam]",Marine Fish,375,20.82,0,0.57,0,0,0.174,0.05179
P052,Perinkilichai,Pinjalo pinjalo,"E. Pinjalo Snapper; Tam. Mette mirrei, Polei oolavai; Common. Snapper; [Place of collection: Chennai]",Marine Fish,387,20.89,0,0.87,0,0,0.29,0.03416
P053,Phopat,Coryphaena hippurus,"E. Mahi mahi, Common dolphinfish, Common Dolphin Fish; B. Pomfret; G. Halwa, Adadio, Himra Machhi; Kan. Thondrotte; Mal. Affunose, Avoli, Karuvoli, Vellavoli; Mar. Abanoos, Halwa, Himra Masa; O. Baal; Tam. Karuvaval, Vavval, Vanna, Vellaivaval, Badahlan, Koppurai kula; Tel. Chanduva, Nallachanduva, Thellachanduva; Common. Surface dwelling ray finned fish; [Place of collection: Chennai, Kochi, Vizag and Mumbai]",Marine Fish,424,22.05,0,1.33,0,0,0.441,0.0362
P054,Piranha,Pygopristis sp.,E. Piranha; [Place of collection: Kochi],Marine Fish,549,20.46,0,5.43,0,0,1.973,0.03897
P055,"Pomfret, black",Parastromateus niger,"E. Black pomfret, Brown Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Vellavoli, Karuvolli, Avoli, Karauthakoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; Common. Pomfret; [Place of collection: Kochi, Chennai, Mumbai, Mandapam, Vizag and Goa]",Marine Fish,515,18.91,0,4.83,0,0,2.229,0.06909
P056,"Pomfret, snub nose",Trachinotus blochii,"E. Snubnose Pampano; Mal. Peeyada; Mar. Ladagoo, Katattitaka; Tam. Kootili; Common. Coastal fish; [Place of collection: Mumbai]",Marine Fish,375,21.05,0,0.46,0,0,0.145,0.0361
P057,"Pomfret, white",Pampus argenteus,"E. Silver pomfret, White pomfret; B. Chandi, Pomfret; G. Vichuda; Kan. Thondrotte, Thondrette, Manji; Kon. Surangat; Mal. Vellavoli, Karuvolli, Avoli, Velutha-avoli; Mar. Saranga, Chandava, Paplet; O. Chandee, Ghia; Tam. Vella vavval, Karuvaval, Vavval, Vellaivaval; Tel. Thellachanduva, Nallachanduva, Chanduva; Common. Butterfish; [Place of collection: Mumbai and Goa]",Marine Fish,513,19.02,0,5.12,0,0,2.669,0.04609
P058,Pranel,Gerres sp.,"E. Whipfin silver biddy, Deepbody mojarra; Kan. Paiya; Mal. Pranjin; Mar. Charbat; Tam. Oodan; Common. Mojarras; [Place of collection: Kochi]",Marine Fish,405,19.69,0,1.89,0,0,0.827,0.05237
P059,Pulli paarai,Gnathanodon speciosus,"E. Golden trevally, Golden kingfish, Banded trevally, King trevally, Golden Toothless Trevally, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pilli parah, Pathi Parah, Para, Thenga Parai, Vennai Parai, Kilisai, Pathi parah, Komaraparai, Pulli Parai, Semaparai, Parai; Tel. Pulli Parai, Para, Poloosoo parah, Manjal Parai; Common. Large marine fish; [Place of collection: Chennai]",Marine Fish,399,20.06,0,1.55,0,0,0.593,0.05856
P060,Queen fish,Scomberoides commersonianus,"E. Doubledotted Queenfish, Talang Queenfish; G. Sag; Kan. Palaimeenu, Diana; Mal. Palameen; Mar. Dagol; Tam. Toal parah, Katta; Tel. Pasupara; Common. Coastal fish; [Place of collection: Chennai, Kochi and Goa]",Marine Fish,400,20.97,0,1.17,0,0,0.693,0.04893
P061,Raai fish,Lobotes surinamensis,"E. Atlantic tripletail, Brown Tripletail, Tripple Tail, Brown Tripletail; G. Katkola; Mal. Parrandee; Mar. Katkola; O. Chota Bekkut; Tam. Musalli; Common. Warm water marine fish; [Place of collection: Chennai and Vizag]",Marine Fish,430,21.61,0,1.69,0,0,0.654,0.04762
P062,Raai vanthu,Epinephelus chlorostigma,"E. Brown spotted reef cod, Souman, Brownspotted grouper, Brown spotted grouper, Brownspotted rockcod., Brown spotted reef cod; G. Vekharu, Vekhala; Kan. Guri; Kon. Gobri; Mal. Pulli Kalawa, Kalava; Mar. Hekru, Hekaru; Tam. Kalava; Common. Grouper fish; [Place of collection: Vizag]",Marine Fish,410,19.39,0,2.17,0,0,0.864,0.05083
P063,Rani,Pink perch,"Tam. Rani Meen, Sankara; Mal. Kilimeen, Chen Kili; Tel. Rani; Mar. Rani; Kan. Rani menu; G. Rani; E. Pink perch, Threadfin bream; Common. Freshwater gamefish; [Place of collection: Goa, Kochi, Chennai, Mumbai, Vizag and Mandapam]",Marine Fish,377,18.83,0,1.49,0,0,2.926,0.06317
P064,"Ray fish, bow head, spotted",Rhina ancylostoma,"E. Bowmouth guitarfish, Shark ray, Mud skate, Bowmouthed Guitarfish; Mar. Sakshi, Lanj; Tam. Mun ultava; Tel. Pottila sora, Nella dindi; Common. Ray; [Place of collection: Kochi]",Marine Fish,349,19.03,0,0.7,0,0,0.187,0.105
P065,Red snapper,Lutjanus argentimaculatus,"E. Mangrove red snapper, Mangrove jack, Creek red bream, Stuart evader, Dog bream, Purple sea perch, Purple seaperch, Red bass, Red bream, Red perch, Red reef bream, River roman, Rock barramundi, Yellow snapper, Silver spotted Grey Snapper, Gray Snapper, Malabar Red Snapper; G. Ratado; Kan. Chembali; Mal. Murumeen, Pahari, Chemballi; Mar. Tambusa; Tam. Paruthikanni, Patani-keeli, Karuvalai, Nethiprion, Paruthivala Meen, Chenganni, Vekkattai, Thokkal, Cheppili, Karva, Adallu, Vekkattai, Antaleyan; Tel. Rangu, Thundava., Rangoo, Thundava, Kaliviyya; Common. Snapper; [Place of collection: Vizag]",Marine Fish,437,22.79,0,1.34,0,0,0.485,0.05989
P066,"Red snapper, small",Priacanthus hamrur,"B. Alta-punti; G. Dorali, Ratado; Kan. Disco Meenu; Mal. Bullsai, Chemballi; Mar. Tambi; O. Alta-punti; Tam. Kakkasi, Paswa; Tel. Bochelu; E. Lunar-tailed bigeye, Goggle eye, Moontail bullseye, Red Bullseye, Lunar-tailed Bullseye, Red Big Eye, Crescent Tail Bigeye, Lunar Tailed Bigeye, Dusky-finned Bullseye, Spot-finned Bull`s Eye., Moontail Bullseye, Bigeye Snapper, Black-spot Big-eye, Lunar-tailed Glasseye, Duskyfin Bulleye, Goggle-eye; Common. Marine fish; [Place of collection: Goa]",Marine Fish,451,21.5,0,2.3,0,0,0.861,0.03897
P067,Sadaya,Platax orbicularis,"Tam. Sadaya, Thotti Meen; Mal. Nandan; E. Orbicular batfish, Circular batfish, Orbiculate batfish, Round batfish, Orbic batfish; Common. Aquarium fish; [Place of collection: Chennai]",Marine Fish,462,20.68,0,2.97,0,0,1.059,0.04941
P068,Salmon,Salmo salar,E. Atlantic salmon; Common. Ray-finned fish; [Place of collection: Goa],Marine Fish,721,20.97,0,9.86,0,0,4.305,0.02025
P069,Sangada,Nemipterus japonicus,"Mar. Bamni; Tam. Kendai, Puthuputtan Kendai; Tel. Goli; Mal. Kerachoondan; G. Bamni; E. Japanese threadfin bream; Common. Marine fish; [Place of collection: Chennai]",Marine Fish,443,20.26,0,2.67,0,0,1.128,0.07782
P070,Sankata parai,Caranx ignobilis,"E. Giant trevally, Lowly trevally, Barrier trevally, Giant kingfish, Ulua, Yellowfin Jack; Mal. Kuluvel; Tel. Jarradandree-parah; Common. Large marine fish; [Place of collection: Chennai]",Marine Fish,434,21.87,0,1.68,0,0,3.317,0.02233
P071,Sardine,Sardinella longiceps,"E. Indian oil sardine, Malabar Sardine; G. Tarali; Kan. Baige, Buthai, Boothai, Tarli-multhi; Mal. Nalla Mathi, Nallamathi; Mar. Haird, Kanat, Tarali, Tarli, Haid; Tam. Nonalai, Charlay, Paycharlay, Paichalai; Tel. Noona-kavallu; Common. Ray-finned fish; [Place of collection: Kolkata]",Marine Fish,637,17.91,0,8.99,0,0,1.25,0.03849
P072,Shark,Carcharhinus sorrah,"E. Spot-tail shark, Sorrah shark; Kan. Shirat; Mar. Balda, Pisori; Tam. Katta-sorrah; Common. Requiem shark; [Place of collection: Goa and Mandapam]",Marine Fish,398,21.6,0,0.83,0,0,0.275,0.06363
P073,"Shark, hammer head",Sphyrna mokarran,"Tam. Sura, Komban Sura; Mal. Sravu, Chenkannan Sravu; Tel. Sorrah, Koma Sorrah; B. Haturi Hangar; O. Kochia Kammad; Mar. Kanar, Mushee; Kan. Sappa sorrah; E. Great hammerhead; Common. Hammerhead shark; [Place of collection: Kolkata]",Marine Fish,432,23.4,0,0.8,0,0,0.264,0.05355
P074,"Shark, spotted",Stegostoma fasciatum,"E. Zebra shark; G. Shinawala, Magara, Shinvala, Musia; Mal. Poochasurav, Zebra Sravu; Mal. Shinvala, Mushi, Shinavla; Tam. Komarasi-sorrah, Coruhgun-sorrah, Korangum Sorrah; Tel. Potrava, Komarasi, Orookoolti-sorrah, Pollee-makum, Komrasi, Pollee Makum, Corootoolti-sorrah; Common. Carpet shark; [Place of collection: Kochi]",Marine Fish,384,20.95,0,0.75,0,0,0.253,0.131
P075,Shelavu,Sphyraena jello,"E. Pickhandle barracuda, Banded Barracuda, Sea Pike; G. Bhungar; Kan. Kandai; Mal. Cheelahoo; Mar. Ghalse, Badvi, Jaban-tal, Badri; Tel. Jellow; [Place of collection: Chennai, Goa, Vizag and Kochi]",Marine Fish,446,22.46,0,1.74,0,0,0.677,0.03873
P076,Silan,Silonia silondia,"E. Silond catfish, Silondia Vacha, Silong Catfish; A. Dhain, Silan, Utti, Koch; B. Silond; Common. Schilbid catfish; [Place of collection: Kolkata]",Marine Fish,633,22.72,0,6.68,0,0,3.615,0.02939
P077,Silk fish,Beryx sp.,"Mal. Pattumeen; E. Alfonsino, Alfonsin, Longfinned beryx, Red bream, Imperador; Common. Deep oceanic fish; [Place of collection: Kochi]",Marine Fish,408,20.65,0,1.53,0,0,0.497,0.04157
P078,Silver carp,Hypophthalmichthys molitrix,"E. Silver carp; Kan. Belli-gende; Common. Freshwater cyprinid fish, Asian carp; [Place of collection: Kolkata]",Marine Fish,555,21.71,0,5.17,0,0,1.826,0.0196
P079,Sole fish,Cynoglossus arel,E. Largescale tongue-sole; Mar. Lep; Common. Tonguefish; [Place of collection: Vizag],Marine Fish,367,19.05,0,1.18,0,0,0.416,0.07457
P080,Stingray,Dasyatis pastinaca,"E. Common stingray, Blue Stingray; Mal. Thirukay; Common. Stingray; [Place of collection: Kolkata]",Marine Fish,408,23.98,0,0.68,0,0,0.289,0.06414
P081,Tarlava,Drepane punctata,"E. Spotted sicklefish, Moon-fish, Spotted Bat-fish, Spotted Drepane; G. Chand; Mar. Chand; Tam. Therattai, Painthi; Tel. Thotha, Thetti; [Place of collection: Chennai and Vizag]",Marine Fish,414,21.72,0,1.2,0,0,0.504,0.0674
P082,Tholam,Plectorhinchus schotaf,"E. Minstrel sweetlips, Grey Sweetlip; Mar. Harvil; Common. Gamefish; [Place of collection: Chennai and Mandapam]",Marine Fish,432,20.78,0,2.13,0,0,0.856,0.028
P083,Tilapia,Oreochromis niloticus,"E. Nile tilapia; A. Elapi, Japani kawoi; Tam. Tilapia; Common. Tilapia, Cichlid fish; [Place of collection: Kolkata]",Marine Fish,349,18.48,0,1.08,0,0,0.413,0.05255
P084,Tuna,Euthynnus affinis,"E. Mackerel tuna, Kawakawa, Little Tuna; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Chuki, Bugudi, Ohaman, Gedar, Kuppa; Tam. Choori-min, Suraly; Common. Ray-finned bony fish; [Place of collection: Chennai, Vizag, Goa, Mandapam and Kochi]",Marine Fish,470,24.5,0,1.44,0,0,0.66,0.05289
